"","Schedule","RMSE_Total_Dist","RMSE_NonCon_Dist","RMSE_Con_Dist","min_bye_dist","min_0_dist","min_1_dist","min_2_dist","min_3_dist","min_4_dist","min_5_dist","min_6_dist","min_7_dist","min_8_dist","min_9_dist","min_10_dist","max_away_streak","max_home_streak","max_away_streak_nc","max_home_streak_nc","max_away_streak_c","max_home_streak_c"
"1",100522,373.15642699579,150.396500750571,255.078532713436,1,2,1,2,2,2,1,1,2,2,1,2,4,4,2,3,4,4
"2",100585,364.583901849222,132.871963474941,275.176577419537,2,2,2,3,4,3,1,6,2,1,4,2,5,6,3,3,4,4
"3",100977,359.092543149332,165.813596427828,255.117020629506,1,3,1,1,1,6,2,1,1,2,1,2,6,6,3,3,5,4
"4",105354,367.837751692574,132.528057219644,277.365796600747,2,2,3,1,2,3,2,2,2,3,1,4,5,4,3,3,4,4
"5",108176,366.742168535087,114.849164465887,268.821947893808,1,1,1,1,1,1,2,2,2,1,1,2,6,5,3,2,4,3
"6",109201,354.41141988578,142.52452304576,236.09736750364,2,2,2,2,1,1,1,2,2,4,4,2,4,4,3,3,4,4
"7",110685,351.590224480734,165.921319599142,246.969198735322,1,2,1,4,2,2,2,1,2,6,2,2,6,5,3,2,4,5
"8",114114,361.515839873357,140.665361058268,260.656101608585,1,2,1,2,2,4,1,2,2,2,2,2,7,6,3,3,4,4
"9",115345,363.49301720077,121.232649776786,274.732206200815,1,6,1,2,1,1,2,2,1,1,1,1,6,6,3,3,5,4
"10",116793,371.291714410762,146.08494076172,273.30097235027,2,2,4,2,2,1,3,1,2,1,1,1,5,7,3,3,3,5
"11",119424,367.462889563846,113.506179975198,268.600351377899,1,3,2,4,2,1,1,4,2,2,3,2,5,6,3,2,3,4
"12",119814,355.060907357997,154.609826166086,240.404892622206,1,1,1,2,2,1,3,3,1,3,2,2,7,5,3,3,5,4
"13",119944,364.97616813401,127.521834137602,289.082189691261,2,1,1,2,2,2,2,2,1,2,6,1,8,5,3,3,5,5
"14",120171,356.525218469828,159.391663769906,238.34269376136,1,3,2,1,3,2,2,4,1,3,2,2,6,6,3,3,4,3
"15",121394,347.025042562189,144.841834511972,261.791665323894,1,1,1,1,2,1,3,1,4,4,2,6,6,5,3,2,4,4
"16",123114,362.077613706105,143.221033590775,284.949698330271,1,1,3,2,1,1,2,3,4,2,2,1,4,5,3,3,5,5
"17",127605,361.51158777994,139.125485898329,252.791979943919,1,4,2,2,2,2,1,1,2,2,2,2,5,5,3,3,4,4
"18",130347,351.477001587057,141.308875684111,240.889947781448,2,2,1,4,1,2,2,2,1,1,3,4,4,5,3,3,4,4
"19",131132,372.585383192356,118.402870190809,279.370987685426,2,1,2,4,2,4,2,2,2,4,2,1,4,5,3,2,4,3
"20",131810,363.95960633197,142.455618723114,258.476240575703,1,2,2,1,4,2,3,1,2,2,2,4,5,6,3,3,3,4
"21",132164,358.816005244798,146.162651389324,237.854737251663,3,3,4,2,2,2,1,3,2,2,2,1,5,4,3,3,3,4
"22",137484,354.579159237101,130.669920407007,282.61082079966,1,2,1,2,2,4,3,2,2,1,2,2,4,5,2,2,3,4
"23",138371,359.604787656929,125.520931052281,268.081676218213,1,1,1,1,2,2,1,2,1,1,1,1,6,4,3,2,4,4
"24",144741,358.465508328426,129.764885927722,276.253776010991,2,2,2,4,2,2,2,2,2,4,2,2,5,6,3,3,4,4
"25",148120,363.094869555493,143.82507741198,271.73778075123,2,2,2,2,2,2,2,1,4,2,2,1,6,5,3,3,4,3
"26",154279,366.768893838618,118.415503228921,287.188825492224,1,2,2,2,2,2,4,2,2,2,2,4,5,6,3,2,5,4
"27",157290,350.564338420069,121.545420548034,276.822167458992,2,2,1,1,2,1,1,1,1,1,2,1,4,3,3,3,4,4
"28",158415,365.767053177405,108.636249524474,274.412701197507,3,3,2,2,2,1,1,1,2,2,1,1,5,6,3,3,4,4
"29",167166,362.304082138035,157.680396492451,254.351159613425,2,2,2,1,6,2,1,4,4,4,4,4,5,4,3,3,5,5
"30",169022,363.281576923784,147.170503242985,265.380967386962,1,2,1,2,3,2,2,1,2,1,1,2,5,4,2,3,4,3
"31",170355,354.064312223193,126.14310383302,269.481933340056,1,2,1,1,1,2,1,1,2,3,1,4,8,4,3,3,5,3
"32",176890,351.467666594179,134.788233049458,274.76860287152,2,1,1,2,1,2,1,2,2,2,1,1,6,5,3,3,4,4
"33",177647,371.76416589193,145.526857025439,280.695829609794,2,2,1,2,1,2,2,1,2,2,4,2,4,4,3,2,4,3
"34",185124,356.032545638343,142.555310419941,236.193995067159,1,1,1,4,1,1,2,2,2,2,2,2,5,4,2,2,4,3
"35",188986,370.59186523521,141.065602229003,302.233148468294,1,1,4,4,1,2,6,2,4,4,4,2,4,5,3,3,3,4
"36",189018,353.788142235967,154.791568737015,243.669977328434,1,2,3,3,3,3,1,4,4,2,1,3,6,6,3,3,3,4
"37",190729,354.21089109724,113.954101242924,268.146099316235,1,3,3,3,3,3,4,4,3,4,4,4,5,5,3,3,4,4
"38",193122,356.351715941632,116.581472239038,257.733766151965,2,3,2,4,6,2,4,2,4,1,1,1,5,4,3,2,5,5
"39",199112,368.009701632807,139.80299007195,249.504898178124,2,2,1,4,4,1,1,1,1,1,1,2,5,4,3,3,4,4
"40",199674,352.44259833903,162.519369474981,234.780678383356,1,2,4,1,4,4,4,2,1,1,1,2,7,6,3,3,5,4
